KODE,KATEGORI OBJEK,TAHUN LELANG,PROVINSI,KOTA,KPKNL,kategori_lokasi_jan_jun,kategori_lokasi_jul_des,MEREK,TIPE,TAHUN PEMBUATAN,WARNA, HARGA LAKU 
IYXS4W,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Suzuki,ENI 125,2006,Silver,1543000
EITY48,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,Revo Absolute,2009,Biru,4950000
F6GZIP,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Yamaha, JUPITER Z,2010,Hitam,2225000
JPREXR,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,Revo Absolute,2009,Biru,4675000
GVCM27,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,Revo Absolute,2009,Biru,3325000
VNMETN,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,Revo Absolute,2009,Biru,3350000
W3XCER,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,NF 125 TR,2011,Merah Coklat,3050000
RGUKZH,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,NF 125 TR,2011,Merah Coklat,10015000
RYG5CN,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,Revo Absolute,2009,Biru,2300000
ZKERFC,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Suzuki,EN125,2007,Hitam,1220000
Z5XLIU,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,Revo Absolute,2009,Biru,4125000
TSUH7O,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,Revo Absolute,2009,Biru,1375000
RJTUYX,Mobil ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Toyota,HILUX DOUBLE CABIN,2013,Putih,116300000
SYPBUX,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Suzuki,EK110SD,2007,Merah Coklat,1205000
SJEKAH,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,Revo Absolute,2009,Biru,2850000
RW1NDP,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Yamaha,RX-KING,2008,Merah Hitam,25293000
PCA9XW,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,Revo Absolute,2009,Hitam Biru,1550000
O9GXDZ,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,MEGAPRO,2010,Biru,1820000
XEU1PS,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,MEGAPRO,2011,Hitam Abu - abu,2340000
XXWF0Q,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,Revo Absolute,2009,Biru,1775000
YFPAQS,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,Revo Absolute,2009,Biru,500000
VR4D9T,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Honda,Revo Absolute,2009,Biru,3500000
QROUBD,Motor ,2024,KALIMANTAN BARAT,KABUPATEN KETAPANG,KPKNL Pontianak,3,3,Yamaha, X-RIDE,2016,Hitam,4970000
QIU8J2,Motor ,2024,NUSA TENGGARA TIMUR,KABUPATEN NAGEKEO,KPKNL Kupang,3,3,Suzuki,New Satria 150 FUSATRIA FUSCD2 ,2013,Biru,4000000
P7CGTT,Mobil ,2024,NUSA TENGGARA TIMUR,KABUPATEN NAGEKEO,KPKNL Kupang,3,3,Isuzu,TBR 54 R TURBO LM ,2012,Biru,45500000
GBYK3N,Motor ,2024,NUSA TENGGARA TIMUR,KABUPATEN NAGEKEO,KPKNL Kupang,3,3,Yamaha,Jupiter MX ATCW55S(T153SEC) ,2012,Hitam,5400000
5SQO0I,Motor ,2024,NUSA TENGGARA TIMUR,KABUPATEN NAGEKEO,KPKNL Kupang,3,3,Yamaha,Jupiter MX ATCW55S(T153SEC),2012,Hitam,5850000
HXSBNF,Motor ,2024,NUSA TENGGARA TIMUR,KABUPATEN NAGEKEO,KPKNL Kupang,3,3,Suzuki,Shogun Axelo SSHOGUN AXELO FL 125 RCD,2013,Biru Hitam,1650000
5MVML2,Motor ,2024,NUSA TENGGARA TIMUR,KABUPATEN NAGEKEO,KPKNL Kupang,3,3,Suzuki,New Satria 150 FUSatria FUSCD2,2013,Merah Hitam,2700000
LPE0OB,Motor ,2024,NUSA TENGGARA TIMUR,KABUPATEN NAGEKEO,KPKNL Kupang,3,3,Yamaha,V-ixion3 C1 (V-IXION FZ150),2012,Hitam,4500000
G8EC0Y,Motor ,2024,NUSA TENGGARA TIMUR,KABUPATEN NAGEKEO,KPKNL Kupang,3,3,Suzuki,Shogun Axelo SSHOGUN AXELO FL 125 RCD,2013,Biru Hitam,2025000
FDYML0,Motor ,2024,NUSA TENGGARA TIMUR,KABUPATEN NAGEKEO,KPKNL Kupang,3,3,Yamaha,V-ixion3C1 (V-Ixion),2012,Hitam,6125000
WDAZ8I,Motor ,2024,NUSA TENGGARA TIMUR,KABUPATEN NAGEKEO,KPKNL Kupang,3,3,Suzuki,New Satria 150 FUSatria FUSCD2,2013,Biru,5300000
UHFYWZ,Motor ,2024,NUSA TENGGARA TIMUR,KABUPATEN NAGEKEO,KPKNL Kupang,3,3,Yamaha,V-ixion3C1  (V-IXION FZ150),2012,Hitam,6125000
KFQUCQ,Motor ,2024,LAMPUNG,KOTA BANDAR LAMPUNG,KPKNL Bandar Lampung,3,3,Honda,Vario 160cc,2022,Hitam,14151000
C4IZRW,Motor ,2024,LAMPUNG,KOTA BANDAR LAMPUNG,KPKNL Bandar Lampung,3,3,Yamaha, R 15,2014,Merah,5784000
YPYMI5,Motor ,2024,LAMPUNG,KOTA BANDAR LAMPUNG,KPKNL Bandar Lampung,3,3,Honda,Beat 110 cc,2022,Hitam,10502000
8SUR0T,Mobil ,2024,RIAU,KOTA PEKANBARU,KPKNL Pekanbaru,3,3,Toyota,Innova V (XW43) ,2006, Hitam Metalik,68000000
OAW2EZ,Mobil ,2024,RIAU,KOTA PEKANBARU,KPKNL Pekanbaru,3,3,Suzuki,BALENO,2008,Hitam Metalik,47000000
YY8QXU,Mobil ,2024,RIAU,KOTA PEKANBARU,KPKNL Pekanbaru,3,3,Mitsubishi,L300,2008,Putih Kombinasi,48500000
PWW6FG,Mobil ,2024,SULAWESI SELATAN,KOTA MAKASSAR,KPKNL Makassar,3,3,Isuzu,NHR (DD 7149 RZ),2010,Biru,55000000
EEQSFD,Motor ,2024,JAWA TENGAH,KABUPATEN BANYUMAS,KPKNL Purwokerto,3,3,Honda,GL15A1RR M/T,2011,Hitam Abu - abu,5291000
GQ1LD5,Motor ,2024,JAWA TENGAH,KABUPATEN BANYUMAS,KPKNL Purwokerto,3,3,Honda,GL15A1RR M/T ,2011,Hitam Abu - abu,4563000
PDFWG0,Motor ,2024,JAWA TENGAH,KABUPATEN BANYUMAS,KPKNL Purwokerto,3,3,Honda,GL15A1RR M/T ,2011,Hitam Abu - abu,5109000
L0OCIF,Mobil ,2024,RIAU,KOTA PEKANBARU,KPKNL Pekanbaru,3,3,Opel,Blazer 2200 CC,1996,Hitam Metalik,3900000
MHRNQP,Motor ,2024,JAWA BARAT,KABUPATEN INDRAMAYU,KPKNL Cirebon,3,3,Honda,NF 100 TD,2008,Silver,2352000
EPNVZE,Motor ,2024,JAWA BARAT,KABUPATEN INDRAMAYU,KPKNL Cirebon,3,3,Honda,NF100 SE ,2008,Silver Kuning,2352000
GOHIQX,Motor ,2024,JAWA BARAT,KABUPATEN INDRAMAYU,KPKNL Cirebon,3,3,Honda,NF 11B1D MT,2009,Hitam,2982000
G6TXEU,Mobil ,2024,DKI JAKARTA,KOTA JAKARTA PUSAT,KPKNL Jakarta III,2,2,Daihatsu,Zebra 1300   ,2005,Putih,28750000
HHYBTC,Motor ,2024,DKI JAKARTA,KOTA JAKARTA PUSAT,KPKNL Jakarta III,2,2,Honda,NF 125 TR,2008,Hitam Merah,3870000
UKWM24,Motor ,2024,DKI JAKARTA,KOTA JAKARTA PUSAT,KPKNL Jakarta III,2,2,Honda,NF 125 SD,2005,Hitam,2640000
Y2MYV0,Motor ,2024,SUMATERA BARAT,KOTA PADANG PANJANG,KPKNL Bukittinggi,3,3,Yamaha,Jupiter MX,2008,Merah,2814000
92Z1EX,Motor ,2024,SUMATERA BARAT,KOTA PADANG PANJANG,KPKNL Bukittinggi,3,3,Yamaha,Jupiter MX,2008,Merah,3309000
MDZ9BF,Mobil ,2024,SUMATERA BARAT,KOTA PADANG PANJANG,KPKNL Bukittinggi,3,3,Suzuki,APV,2008,Hitam,47135000
2IYQJO,Motor ,2024,SUMATERA BARAT,KOTA PADANG PANJANG,KPKNL Bukittinggi,3,3,Yamaha,Jupiter MX,2008,Hitam,3369000
IPI8TQ,Mobil ,2024,SUMATERA BARAT,KOTA PADANG PANJANG,KPKNL Bukittinggi,3,3,Toyota,Kijang LX Kf 80,2003,Biru,20291000
KBVC1L,Motor ,2024,SUMATERA BARAT,KOTA PADANG PANJANG,KPKNL Bukittinggi,3,3,Yamaha,Jupiter MX,2008,Merah,3339000
GXVYLQ,Motor ,2024,SUMATERA BARAT,KOTA PADANG PANJANG,KPKNL Bukittinggi,3,3,Yamaha,Jupiter,2003,Hitam,1956000
G0FHOU,Motor ,2024,JAWA TENGAH,KABUPATEN WONOGIRI,KPKNL Surakarta,3,3,Honda,WIN MCB,2004,Hitam,7000000
AKAZFN,Motor ,2024,JAWA TENGAH,KABUPATEN WONOGIRI,KPKNL Surakarta,3,3,Honda,NF125TRM/T,2011,Hitam,6000000
AWJPUP,Motor ,2024,JAWA TENGAH,KABUPATEN WONOGIRI,KPKNL Surakarta,3,3,Honda,GL15B1DF M/T ,2015,Hitam,8700000
PAFXCZ,Motor ,2024,JAWA TENGAH,KABUPATEN WONOGIRI,KPKNL Surakarta,3,3,Honda,Supra CW F1,2015,Hitam,7500000
SJHDKM,Motor ,2024,JAWA TENGAH,KABUPATEN WONOGIRI,KPKNL Surakarta,3,3,Honda,Supra CW F1,2015,Hitam,8900000
9PW3OX,Motor ,2024,JAWA TENGAH,KABUPATEN WONOGIRI,KPKNL Surakarta,3,3,Honda,GL 160D,2009,Hitam,5700000
9APMTO,Mobil ,2024,KALIMANTAN TIMUR,KOTA SAMARINDA,KPKNL Samarinda,3,3,Toyota,Kijang,2004,Biru Metalik,37019230
BAKT3C,Mobil ,2024,JAWA TIMUR,KOTA SURABAYA,KPKNL Surabaya,1,2,Suzuki,GC  415V APV DLX,2007,Hitam,53250000
JKVXO0,Mobil ,2024,JAWA TIMUR,KOTA SURABAYA,KPKNL Surabaya,1,2,Suzuki,GC 415V APV DLX,2007,Biru,48250000
CNX3X8,Motor ,2024,JAWA TIMUR,KOTA SURABAYA,KPKNL Surabaya,1,2,Yamaha,VEGA R-110 4D7,2007,Hitam,3650000
HJ13ZJ,Motor ,2024,JAWA TIMUR,KOTA SURABAYA,KPKNL Surabaya,1,2,Yamaha,VEGA R-1104 D7 ,2007,Merah,3650000
KHWDGY,Motor ,2024,JAWA TIMUR,KOTA SURABAYA,KPKNL Surabaya,1,2,Yamaha,VEGA R-1104 D7,2007,Biru,3850000
XPVT1F,Mobil ,2024,JAWA TIMUR,KOTA SURABAYA,KPKNL Surabaya,1,2,Hyundai,HD MIGHTY 136 BLX ,2011,Putih,189750000
6SYDCL,Motor ,2024,JAWA TIMUR,KOTA MADIUN,KPKNL Madiun,3,3,Honda,Supra X NF 125 TR,2009,Hitam,6650000
QAIJ5Y,Motor ,2024,JAWA TIMUR,KOTA MADIUN,KPKNL Madiun,3,3,Honda,Supra X NF 125 TR,2010,Hitam,7100000
U6CEBI,Motor ,2024,JAWA TIMUR,KOTA MADIUN,KPKNL Madiun,3,3,Honda,Supra X NF 125 TR,2010,Hitam,7150000
PWKL5G,Motor ,2024,JAWA TIMUR,KOTA MADIUN,KPKNL Madiun,3,3,Honda,NF11B2D1 M/T,2011,Hitam,5700000
DKYMEE,Motor ,2024,JAWA TIMUR,KOTA MADIUN,KPKNL Madiun,3,3,Honda,NF11B2D1 MT,2011,Hitam,5600000
CAYZNT,Motor ,2024,JAWA TIMUR,KOTA MADIUN,KPKNL Madiun,3,3,Honda,GL 160 D,2010,Hitam,8700000
327X6N,Mobil ,2024,JAWA TENGAH,KOTA MAGELANG,KPKNL Semarang,1,4,Toyota,Dyna Short 3700 BU303R,2005,Merah,39518000
POAEAS,Motor ,2024,JAWA TENGAH,KABUPATEN KARANGANYAR,KPKNL Surakarta,3,3,Honda,New MEGA PRO CW 150 CC,2011,Hitam Abu - abu,4350000
X4B5NN,Motor ,2024,ACEH,KABUPATEN ACEH BARAT,KPKNL Banda Aceh,3,3,Honda,GLP III,2006,Hitam,4800000
RGGSY4,Motor ,2024,ACEH,KABUPATEN ACEH BARAT,KPKNL Banda Aceh,3,3,Suzuki,EN 125,2008,Coklat Muda,1575000
1ZAQG3,Motor ,2024,JAWA TENGAH,KABUPATEN KARANGANYAR,KPKNL Surakarta,3,3,Honda,MEGAPRO SPOKE 150 CC,2010,Hitam,7350000
6BHEGW,Motor ,2024,ACEH,KABUPATEN ACEH BARAT,KPKNL Banda Aceh,3,3,Honda,GLM II,2005,Hitam,1575000
9OWQXT,Mobil ,2024,ACEH,KOTA BANDA ACEH,KPKNL Banda Aceh,3,3,Nissan,LIVINA VL 1.5 (4X2) A/T,2021,Hitam,173000000
5V0N8O,Motor ,2024,ACEH,KABUPATEN ACEH BARAT,KPKNL Banda Aceh,3,3,Honda,GLP III,2006,Hitam,2100000
43I2EN,Motor ,2024,ACEH,KABUPATEN ACEH BARAT,KPKNL Banda Aceh,3,3,Honda,GLP III,2006,Hitam,3700000
9DNKCS,Motor ,2024,ACEH,KABUPATEN ACEH BARAT,KPKNL Banda Aceh,3,3,Suzuki,GLP III,2008,Coklat Muda,1575000
23QNSB,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Honda,Mega Pro Spoke,2010,Hitam,4000000
JMD4MK,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Honda,CB 150R Streetfire,2013,Hitam,8500000
LLX58B,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Honda,CB 150R Streetfire,2013,Hitam,5250000
LWJOF8,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Yamaha,3C1 V-IXION,2012,Hitam,6000000
ZPUVKM,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Yamaha,Jupiter MX,2015,Hitam,4400000
UBRXI7,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Yamaha,Jupiter MX,2015,Putih,4200000
YGVROU,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Honda,Supra X 125 Spoke,2010,Hitam,7350000
XHVYI0,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Honda,Mega Pro Spoke,2010,Hitam,4000000
QRJU0C,Mobil ,2024,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Nissan, X-Trail 2.0.2WD M/T,2014,Hitam,73000000
UOPJET,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Honda,Mega Pro Spoke,2010,Hitam,4000000
T9WNGY,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Yamaha,Jupiter MX ,2015,Putih,4600000
VBK61K,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Yamaha, Jupiter MX,2015,Putih,4000000
MYHIUN,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Yamaha,Jupiter MX ,2015,Putih,4400000
3OFFEU,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Yamaha,Jupiter MX,2015,Putih,4000000
BDZVZQ,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Honda,Mega Pro Spoke,2010,Hitam,4400000
ITN5LK,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Honda,CB 150R Streetfire,2013,Hitam,7750000
1UKZZ8,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Honda,Mega Pro Spoke,2010,Hitam,4800000
0BWDFZ,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Honda,Mega Pro Spoke,2010,Hitam,4000000
3OIZ7X,Motor ,2024,SUMATERA UTARA,KABUPATEN DELI SERDANG,KPKNL Medan,1,1,Yamaha,YAMAHA 3C1 (V-IXION/FZ 150),2012,Hitam,4095000
GCZEWU,Motor ,2024,SUMATERA UTARA,KABUPATEN TAPANULI TENGAH,KPKNL Padang Sidempuan,3,3,Honda,Supra X 125 SW,2011,Hitam,7675715
NAP1PW,Motor ,2024,DKI JAKARTA,KOTA JAKARTA TIMUR,KPKNL Jakarta IV,2,2,Honda,SUPRA,2009,Hitam,5783000
UXIMLS,Motor ,2024,SUMATERA UTARA,KABUPATEN TAPANULI TENGAH,KPKNL Padang Sidempuan,3,3,Honda,Supra X 125 SW,2011,Hitam,7925715
NRIHSS,Motor ,2024,SUMATERA UTARA,KABUPATEN TAPANULI TENGAH,KPKNL Padang Sidempuan,3,3,Honda,Supra X 125 Spoke,2010,Hitam,7464800
